🇨🇳港澳台,#genre#
凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G.m3u8
凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G_tv1.m3u8
凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G_tv2.m3u8
凤凰中文,http://playtv-live.ifeng.com:80/live/06OLEGEGM4G.m3u8
凤凰中文,http://playtv-live.ifeng.com:80/live/06OLEGEGM4G_tv1.m3u8
凤凰中文,http://playtv-live.ifeng.com:80/live/06OLEGEGM4G_tv2.m3u8
凤凰中文,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226248/index.m3u8
凤凰中文,https://playtv-live.ifeng.com/live/06OLEGEGM4G_tv1.m3u8
凤凰中文,https://playtv-live.ifeng.com/live/06OLEGEGM4G_tv2.m3u8
凤凰资讯,http://play-live.ifeng.com/live/06OLEEWQKN4.m3u8
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4_tv1.m3u8
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4_tv2.m3u8
凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4.m3u8
凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4_tv1.m3u8
凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4_tv2.m3u8
凤凰资讯,https://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8
凤凰资讯,https://playtv-live.ifeng.com/live/06OLEEWQKN4_tv1.m3u8
凤凰资讯,https://playtv-live.ifeng.com/live/06OLEEWQKN4_tv2.m3u8
凤凰资讯,https://play-live.ifeng.com/live/06OLEEWQKN4.m3u8
凤凰资讯,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226274/index.m3u8
凤凰资讯,http://play-live.ifeng.com/live/06OLEEWQKN4.m3u8?zgangd
凤凰资讯,http://play-live.ifeng.com/live/06OLEEWQKN4.m3u8?
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=3c732f93c14e1bc0c07641df-156388849014752&wsIPSercert=8de23d0849e78e3b16ec92a809235421&wsMonitor=0
香港卫视,http://anren.live/HK/BSJDUFpB.m3u8
凤凰香港,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226251/index.m3u8
澳门莲花,http://anren.live/HK/BiIOU11uLA.m3u8
澳门莲花,http://epg.112114.xyz/lotus
澳亚卫视,https://live.mastvnet.com/lsdream/lY44pmm/2000/live.m3u8
星空卫视,http://vl15191373.imwork.net:8880/udp/239.93.0.156:2193
星空卫视,http://159.75.85.63:8765/telegram@feiyangdigital-xingkong.m3u8
Channel [V],http://vl15191373.imwork.net:8880/udp/239.93.0.157:2194
凤凰中文,http://play-live.ifeng.com/live/06OLEGEGM4G.m3u8
凤凰中文,http://playtv-live.ifeng.com:80/live/06OLEGEGM4G.m3u8
凤凰中文,https://playtv-live.ifeng.com/live/06OLEGEGM4G_tv2.m3u8
凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G_tv1.m3u8
凤凰资讯,http://play-live.ifeng.com/live/06OLEEWQKN4.m3u8
凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4.m3u8
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4_tv1.m3u8
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4_tv2.m3u8
凤凰资讯,http://play-live.ifeng.com/live/06OLEEWQKN4.m3u8?zgangd
凤凰资讯,https://playtv-live.ifeng.com/live/06OLEEWQKN4_tv1.m3u8
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8
凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4_tv1.m3u8
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4_tv1.m3u8?zgangd
凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4_tv2.m3u8?zgangd
凤凰资讯,https://playtv-live.ifeng.com/live/06OLEEWQKN4_tv2.m3u8?zgangd
凤凰资讯,https://playtv-live.ifeng.com/live/06OLEEWQKN4_tv1.m3u8?zgangd
凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4.m3u8?zgangd
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4_tv2.m3u8?zgangd
凤凰资讯,https://play-live.ifeng.com/live/06OLEEWQKN4.m3u8
凤凰中文,https://play-live.ifeng.com/live/06OLEGEGM4G.m3u8
凤凰资讯,https://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8
凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G.m3u8
凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G_tv2.m3u8
凤凰中文,http://playtv-live.ifeng.com:80/live/06OLEGEGM4G_tv1.m3u8
凤凰中文,http://playtv-live.ifeng.com:80/live/06OLEGEGM4G_tv2.m3u8
凤凰中文,https://playtv-live.ifeng.com/live/06OLEGEGM4G.m3u8
凤凰中文,https://playtv-live.ifeng.com/live/06OLEGEGM4G_tv1.m3u8
凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4_tv2.m3u8
凤凰资讯,https://playtv-live.ifeng.com/live/06OLEEWQKN4_tv2.m3u8
香港卫视,http://zhibo.hkstv.tv:80/livestream/mutfysrq.flv
香港文旅,http://hw-play.lezhibo.com/live/bd2d26fd492b403d8ec69de1859bdb31.m3u8
面包台,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8
耀才财经,https://v3.mediacast.hk/webcast/bshdlive-pc/playlist.m3u8
有线新闻,http://61.10.2.140:80/live_freedirect/freehd209_h.live/chunklist_w135209556.m3u8
TVBRICS,http://brics.bonus-tv.ru/cdn/brics/chinese/tracks-v1a1/index.m3u8
澳亚卫视,https://live.mastvnet.com/lsdream/lY44pmm/2000/live.m3u8
澳门莲花,http://anren.live/HK/BiIOU11uLA.m3u8
耀才财经,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8
耀才财经,https://v3.mediacast.hk/webcast/bshdlive-pc/playlist.m3u8
华语电视1,http://38.64.72.148:80/hls/modn/list/4001/chunklist0.m3u8
华语电视2,http://38.64.72.148:80/hls/modn/list/4002/chunklist0.m3u8
华语电视3,http://38.64.72.148:80/hls/modn/list/4003/chunklist0.m3u8
长城精品,http://38.64.72.148:80/hls/modn/list/4008/chunklist0.m3u8
大立電視,http://www.dalitv.com.tw:4568/live/dali/index.m3u8
TVBS新闻,http://38.64.72.148:80/hls/modn/list/4006/chunklist1.m3u8
原住民族,http://streamipcf.akamaized.net/live/_definst_/live_720/chunklist_b1500.m3u8
大爱,https://pulltv1.wanfudaluye.com/live/tv1.m3u8
大爱,https://pulltv2.wanfudaluye.com/live/tv2.m3u8
台视新闻,http://38.64.72.148/hls/modn/list/4013/chunklist0.m3u8
民视新闻,http://38.64.72.148/hls/modn/list/4012/chunklist0.m3u8
亚洲新闻,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
原住民电视,http://streamipcf.akamaized.net/live/_definst_/live_720/key_b1500.m3u8
东森美洲卫视,http://38.64.72.148:80/hls/modn/list/2015/chunklist0.m3u8
亚洲新闻,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
俄罗斯中文,http://brics.bonus-tv.ru/cdn/brics/chinese/tracks-v1a1/index.m3u8
华语电视,http://38.64.72.148:80/hls/modn/list/4001/chunklist0.m3u8
华语电视2,http://38.64.72.148:80/hls/modn/list/4002/chunklist0.m3u8
华语电视3,http://38.64.72.148:80/hls/modn/list/4003/chunklist0.m3u8
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8
新加坡国际,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
民视新闻,http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8
点掌+财经,http://cclive2.aniu.tv/live/anzb.m3u8?zgangd
点掌财经,http://cclive2.aniu.tv/live/anzb.m3u8
番薯,http://61.216.67.119:1935/TWHG/E1/chunklist_w7058102.m3u8
番薯,http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u8
耀才财经,http://202.69.67.66:443/webcast/bshdlive-mobile/playlist.m3u8
耀才财经,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8
耀才财经,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8?wowzasessionid=64000
耀才财经,https://v3.mediacast.hk/webcast/bshdlive-pc/playlist.m3u8
长城精品,http://38.64.72.148:80/hls/modn/list/4008/chunklist0.m3u8
香港佛陀,http://js1.amtb.cn/liveedge/_definst_/livetv/chunklist.m3u8
香港佛陀,https://js1.amtb.cn/liveedge/_definst_/livetv/playlist.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq.flv
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
华丽台,http://23.237.10.66:16410
华丽台,http://23.237.10.66:16410
华丽台,http://23.237.10.66:16410
台视,http://23.237.10.66:16344
台视,http://2023.stream-link.org/playlist/ttv
台视,http://2023.stream-link.org/playlist/ttv
台视,http://107.151.203.111:2209/135/us50.php?id=tsk
华视,http://2023.stream-link.org/playlist/cts_zy
民视,http://23.237.10.66:16334
民视,http://107.151.203.111:2209/135/us50.php?id=msk
中视新闻,http://2023.stream-link.org/playlist/ctv_news
台视新闻,http://2023.stream-link.org/playlist/ttv_news
台视新闻,http://38.64.72.148/hls/modn/list/4013/playlist.m3u8
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8?blog.ntnas.top
民视新闻,http://123.51.230.108:18663/.m3u8
民视新闻,http://2023.stream-link.org/playlist/ftv_news
民视新闻,http://38.64.72.148/hls/modn/list/4012/playlist.m3u8
华视新闻,http://2023.stream-link.org/playlist/cts_news
中天新闻,http://2023.stream-link.org/playlist/cti_news
寰宇新闻台,http://2023.stream-link.org/playlist/global_tw
TVBS HD,http://2023.stream-link.org/playlist/tvbs
TVBS新闻,http://2023.stream-link.org/playlist/tvbs_news
TVBS新闻,http://2023.stream-link.org/playlist/tvbs_news
TVBS亚洲台,http://38.64.72.148/hls/modn/list/4005/playlist.m3u8
三立LIVE,http://2023.stream-link.org/playlist/set_news
三立LIVE+,http://2023.stream-link.org/playlist/set_news+
三立財經,http://2023.stream-link.org/playlist/set_inews
东森LIVE,http://2023.stream-link.org/playlist/ebc_news
东森LIVE,http://2023.stream-link.org/playlist/ebc_news
东森LIVE,http://2023.stream-link.org/playlist/ebc_news
東森財經,http://2023.stream-link.org/playlist/ebc_finance
東森yoyo,http://2023.stream-link.org/playlist/ebc_yoyo.flv
澳门莲花,http://107.151.203.111:2209/135/hk.php?id=amlh
中天综合,http://107.151.203.111:2209/135/us50.php?id=ztz
中天综合,http://2023.stream-link.org/playlist/cti_zh
中天综合,http://107.151.203.111:2209/135/us50.php?id=ztz
中天综合,http://23.237.10.66:16372
有线新闻台,http://61.10.2.140:80/live_freedirect/freehd209_h.live/chunklist_w135209556.m3u8
有线新闻台,http://61.10.2.140:80/live_freedirect/freehd209_h.live/chunklist_w135209556.m3u8
有线新闻台,http://61.10.2.141/live_freedirect/freehd209_h.live/playlist.m3u8
有线新闻台,http://cm61-10-2-143.hkcable.com.hk/live_freedirect/freehd209_h.live/playlist.m3u8

#EXTM3U
#EXTINF:-1 ,HBO
http://218.202.220.2:5000/nn_live.m3u8?id=HBO

#EXTINF:-1 ,HBO2
http://161.0.157.5/PLTV/88888888/224/3221227026/03.m3u8

#EXTINF:-1 ,国家地理HD
http://122.146.68.116:4020/VideoInput/play.ts 

#EXTINF:-1 ,香港电台
http://rthklive1-lh.akamaihd.net/i/rthk31_1@167495/index_2052_av-p.m3u8?sd=10&rebase=on 

#EXTINF:-1 ,香港开电视
http://media.fantv.hk/m3u8/archive/channel2_stream1.m3u8

#EXTINF:-1 ,香港星空卫视
http://218.202.220.2:5000/nn_live.ts?id=STARTV

#EXTINF:-1 ,无线财经咨询台
http://e1.vdowowza.vip.hk1.tvb.com/tvblive/smil:mobilehd_financeintl.smil/playlist.m3u8

#EXTINF:-1 ,全美電視
https://dcunilive30-lh.akamaihd.net/i/dclive_1@535522/master.m3u8 

#EXTINF:-1 ,澳门卫视
http://stream.mastvnet.com/MSTV/SD/live.m3u8

#EXTINF:-1 ,澳门澳亚卫视台
http://stream.mastvnet.com/MASTV/sd/live.m3u8

#EXTINF:-1 ,翡翠台普通话
http://dlhls.cdn.zhanqi.tv/zqlive/123407_XhQs9.m3u8

#EXTINF:-1 ,TVB翡翠台HD
http://m.567it.com/jade.m3u8

#EXTINF:-1 ,TVB明珠台
http://m.567it.com/Pearl.m3u8 

#EXTINF:-1 ,耀才财经台
http://202.69.67.66:443/webcast/bshdlive-mobile/playlist.m3u8

#EXTINF:-1 ,环球电视台HD
http://live-cdn.xzxwhcb.com/hls/sn88wrar.m3u8

#EXTINF:-1 ,阳光卫视
http://121.31.30.90:8085/ysten-business/live/yangguangstv/yst.m3u8 

#EXTINF:-1 ,壹新闻
http://ax.micaesoft.com/YMitv/YMITV_CN_eratv.m3u8 

#EXTINF:-1 ,中天娱乐
http://122.146.68.116:4007/VideoInput/play.ts 

#EXTINF:-1 ,天空新闻
http://skydvn-nowtv-atv-prod.skydvn.com/atv/skynews/1404/live/06.m3u8

#EXTINF:-1 ,GOOD综合台
http://live.streamingfast.net/osmflivech1.m3u8

#EXTINF:-1 ,GOOD生活台
http://live.streamingfast.net/osmflivech12.m3u8

#EXTINF:-1 ,GOOD真情部落格
http://live.streamingfast.net/osmflivech3.m3u8

#EXTINF:-1 ,GOOD共享观点
http://live.streamingfast.net/osmflivech5.m3u8

#EXTINF:-1 ,GOOD爱+好医生
http://live.streamingfast.net/osmflivech9.m3u8

#EXTINF:-1 ,GOOD美食旅游台
http://live.streamingfast.net/osmflivech14.m3u8

#EXTINF:-1 ,GOOD健康新煮流
http://live.streamingfast.net/osmflivech13.m3u8

#EXTINF:-1 ,GOOD卡通
http://live.streamingfast.net/osmflivech40.m3u8

#EXTINF:-1 ,GOOD烤箱读书会
http://live.streamingfast.net/osmflivech44.m3u8

#EXTINF:-1 ,Japan24news
https://n24-cdn-live.ntv.co.jp/ch01/High.m3u8

#EXTINF:-1 ,日-ファミリー劇場
http://192.240.127.34:1935/live/cs11.stream/playlist.m3u8

#EXTINF:-1 ,日-衛星劇場
http://192.240.127.34:1935/live/cs18.stream/playlist.m3u8

#EXTINF:-1 ,日本Japanet Channel DX
http://bcsecurelivehls-i.akamaihd.net/hls/live/265320/5043843989001/140130JTDX/index_1200.m3u8

#EXTINF:-1 ,家庭剧场
http://192.240.127.34:1935/live/cs11.stream/media_1254.m3u8

#EXTINF:-1 ,历史频道HD
http://192.240.127.34:1935/live/cs14.stream/media_1254.m3u8

#EXTINF:-1 ,卫星剧场HD
http://192.240.127.34:1935/live/cs18.stream/media_1254.m3u8

#EXTINF:-1 ,日本映画HD
http://192.240.127.34:1935/live/cs19.stream/media_1254.m3u8

#EXTINF:-1 ,彩虹电影
http://60.248.127.231:1633/0.ts

#EXTINF:-1 ,心动电影
https://5a2a51fc4cfde.streamlock.net/lfh/_definst_/Stream1/playlist.m3u8

#EXTINF:-1 ,心动电影2
https://5a2a51fc4cfde.streamlock.net/lfh/_definst_/Stream2/playlist.m3u8

#EXTINF:-1 ,心动电影4
https://5a2a51fc4cfde.streamlock.net/lfh/_definst_/Stream4/playlist.m3u8

#EXTINF:-1 ,花花公子蒙古
http://spacetv.in/stream/WUQP6BVK17/56.m3u8

#EXTINF:-1 ,花花公子韩国
http://122.38.74.172:9981/stream/channelid/966306501.m3u8

#EXTINF:-1 ,韩国TV Chosun
http://live.chosun.gscdn.com/live/_definst_/tvchosun1.stream/playlist.m3u8

#EXTINF:-1 ,韩国CBS
http://cbs-live.gscdn.com/cbs-live/cbs-live.stream/playlist.m3u8

#EXTINF:-1 ,韩国KBS1
http://ebsonair.ebs.co.kr/groundwavefamilypc/familypc1m/chunklist_w1960240276.m3u8

#EXTINF:-1 ,EBS1
http://ebsonair.ebs.co.kr/groundwavefamilypc/familypc1m/playlist.m3u8

#EXTINF:-1 ,韩国EBSeHD
http://ebsonair.ebs.co.kr/plus3familypc/familypc1m/playlist.m3u8

#EXTINF:-1 ,韩国Arirang (Opt-1)
http://amdlive.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8

#EXTINF:-1 ,韩国KTV
http://218.38.152.69:1935/da_live/72136989/mp4:ch001/playlist.m3u8

#EXTINF:-1 ,韩国Chosun
http://live.chosun.gscdn.com/live/tvchosun1.stream/playlist.m3u8

#EXTINF:-1 ,泰国DDTV
http://203.156.63.20:1935/live/ddtv/playlist.m3u8

#EXTINF:-1 ,越南ANTVHD
http://antvlive.ab5c6921.cdnviet.com/antv/playlist.m3u8

#EXTINF:-1 ,美国中文台
http://media3.sinovision.net:1935/live/livestream/playlist.m3u8

#EXTINF:-1 ,美国芝加哥WGN9频道HD
http://wgntribune-lh.akamaihd.net/i/WGNPrimary_1@304622/master.m3u8

#EXTINF:-1 ,美国Free IPTV
http://stream.srg-ssr.ch/m/rsj/mp3_128

#EXTINF:-1 ,美国July.12.2018
http://stream.srg-ssr.ch/m/rsc_de/mp3_128

#EXTINF:-1 ,美国World News
http://bbcwssc.ic.llnwd.net/stream/bbcwssc_mp1_ws-einws_backup

#EXTINF:-1 ,美国Al Jazeera (Opt-1)
http://aljazeera-eng-hd-live.hls.adaptive.level3.net/aljazeera/english2/index.m3u8

#EXTINF:-1 ,美国Bloomberg TV Europe
http://cdn-videos.akamaized.net/btv/desktop/akamai/europe/live/primary.m3u8

#EXTINF:-1 ,美国CGTN (Opt-1)
http://live.cgtn.com/500/prog_index.m3u8

#EXTINF:-1 ,美国CGTN (Opt-2)
http://live.cgtn.com/1000/prog_index.m3u8

#EXTINF:-1 ,美国Deutsche Welle
http://dwstream4-lh.akamaihd.net/i/dwstream4_live@131329/master.m3u8

#EXTINF:-1 ,美国360 North
http://wowzaprod3-i.akamaihd.net/hls/live/252236/2147483647_360north_247/playlist.m3u8

#EXTINF:-1 ,美国Bowie TV
http://granicusliveus3-a.akamaihd.net/cityofbowie/G0466_001/playlist.m3u8

#EXTINF:-1 ,美国Buffalo TV
http://na-all15.secdn.net/pegstream3-live/play/c3e1e4c4-7f11-4a54-8b8f-c590a95b4ade/playlist.m3u8

#EXTINF:-1 ,美国California Music Channel
http://cmctv.ios.internapcdn.net/cmctv_vitalstream_com/live_1/CMCUSA/CCURstream0.m3u8

#EXTINF:-1 ,美国CBS News (Opt-1)
http://cbsnewshd-lh.akamaihd.net/i/CBSNHD_7@199302/master.m3u8

#EXTINF:-1 ,美国Denver 8 TV
http://granicusliveus8-a.akamaihd.net/denver/G0080_002/chunklist.m3u8

#EXTINF:-1 ,美国Fox News Talk Radio
http://fnurtmp-f.akamaihd.net/i/FNRADIO_1@92141/master.m3u8

#EXTINF:-1 ,美国Greenbelt TV
http://granicusliveus4-a.akamaihd.net/greenbeltmd/G0610_001/chunklist.m3u8

#EXTINF:-1 ,美国House of Representatives
http://d3ktuc8v2sjk6m.cloudfront.net/livetv/ngrp:HouseChannel_all/chucklist.m3u8

#EXTINF:-1 ,美国InfoWars
http://infowarslive-lh.akamaihd.net/i/infowarslivestream_1@353459/master.m3u8

#EXTINF:-1 ,美国Jewelry Television
http://wowzaprod134-i.akamaihd.net/hls/live/577814/ccddaf02/playlist.m3u8

#EXTINF:-1 ,美国Newsmax TV
http://nmxlive.akamaized.net/hls/live/529965/Live_1/index.m3u8

#EXTINF:-1 ,美国Red Bull TV SD
http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_1660.m3u8

#EXTINF:-1 ,美国TVW
http://d3ktuc8v2sjk6m.cloudfront.net/livetv/ngrp:TVWAIR_all/chucklist.m3u8

#EXTINF:-1 ,美国VTV Channel 6 Colorado
http://hls.ksl.com/t/strata/playlist.m3u8

#EXTINF:-1 ,美国Weather Nation
http://cdnapi.kaltura.com/p/931702/sp/93170200/playManifest/entryId/1_oorxcge2/format/applehttp/protocol/http/uiConfId/28428751/a.m3u8

#EXTINF:-1 ,美国本土NBC 11 News (Bay Area).
http://kntvlive-f.akamaihd.net/i/kntvb2_1@15530/index_1286_av-p.m3u8

#EXTINF:-1 ,美国本土NBC 5 News (Chicago)
http://wmaqlive-f.akamaihd.net/i/wmaqa1_1@22923/master.m3u8

#EXTINF:-1 ,美国本土WGN 9 News (Chicago)
http://wgntribune-lh.akamaihd.net/i/WGNPrimary_1@304622/index_750_av-b.m3u8

#EXTINF:-1 ,美国本土CBS 4 News (Indianapolis)
http://wttv-lh.akamaihd.net:80/i/WTTVBreaking_1@333494/index_3000_av-b.m3u8

#EXTINF:-1 ,美国本土Channel 11 News WPXI (Pittsburgh)
http://svc-lvanvato-cxtv-wpxi.cmgvideo.com/wpxi/2564k/index.m3u8

#EXTINF:-1 ,加拿大CBC News (VOD)
http://cbcnewshd-f.akamaihd.net/i/cbcnews_1@8981/index_2500_av-p.m3u8

#EXTINF:-1 ,加拿大CTV News Live 1
http://ams-lp10.9c9media.com/hls-live/livepkgr/_definst_/liveNews/News18.m3u8

#EXTINF:-1 ,加拿大CTV News Live 3
http://ams-lp6.9c9media.com/hls-live/livepkgr/_definst_/liveNews/News38.m3u8

#EXTINF:-1 ,加拿大CTV News Live 4
http://ams-lp5.9c9media.com/hls-live/livepkgr/_definst_/liveNews/News48.m3u8

#EXTINF:-1 ,加拿大The Shopping Channel
http://tscstreaming-lh.akamaihd.net/i/TSCLiveStreaming_1@91031/master.m3u8

#EXTINF:-1 ,加拿大NTV Newfoundland
http://1-fss-fso35.streamhoster.com/lv_ntv/_definst_/broadcast1/chunklist.m3u8

#EXTINF:-1 ,英国MTV
http://unilivemtveu-lh.akamaihd.net/i/mtvno_1@346424/master.m3u8

#EXTINF:-1 ,英国Arise News
http://contributionstreams.ashttp9.visionip.tv/live/visiontv-contributionstreams-arise-tv-hsslive-25f-16x9-SD/chunklist.m3u8

#EXTINF:-1 ,英国Jewellery Maker
http://edge01.cdn.aws.subset.host/JewelleryMakerLive/JewelleryMakerLive/playlist.m3u8

#EXTINF:-1 ,法国Bblack! Africa
http://ec.playmedia.fr/beblack/africa/playlist.m3u8

#EXTINF:-1 ,法国Bblack! Caribbean
http://ec.playmedia.fr/beblack/caribbean/playlist.m3u8

#EXTINF:-1 ,法国CGTN
http://live.cgtn.com/1000f/prog_index.m3u8

#EXTINF:-1 ,法国Francophonie 24
http://mv2.tvfrancophonie.org/live/Stream1/media_b776739_w671289549.m3u8

